root pos x,root pos y,root pos z,root rot x,root rot y,root rot z,root rot w,l_hip_pitch,l_hip_roll,l_thigh,l_calf,l_ankle_pitch,l_ankle_roll,r_hip_pitch,r_hip_roll,r_thigh,r_calf,r_ankle_pitch,r_ankle_roll,waist_yaw,l_shoulder_pitch,l_shoulder_roll,l_upper_arm,l_elbow,l_wrist,r_shoulder_pitch,r_shoulder_roll,r_upper_arm,r_elbow,r_wrist
0.939962,-1.81737,0.468374,0.036266,0.058882,-0.738586,0.670603,-0.403331,0.236661,0.261818,0.494312,-0.208279,0.0,-0.299754,0.049487,-0.387565,0.378312,-0.334338,0.0,-0.059956,-0.076313,1.800424,0.37099,-0.558573,0.00161,-0.425845,-1.561191,-0.273095,-0.657532,0.286255
0.938944,-1.816891,0.46841,0.03675,0.059501,-0.739045,0.670016,-0.403465,0.238547,0.262331,0.489702,-0.204535,0.0,-0.30189,0.052006,-0.386609,0.377936,-0.334244,0.0,-0.05866,-0.076777,1.799219,0.371556,-0.559181,0.001284,-0.425042,-1.560403,-0.273455,-0.658974,0.285674
0.938082,-1.816529,0.46847,0.03713,0.059999,-0.739429,0.669527,-0.402448,0.239795,0.262926,0.484039,-0.200608,0.0,-0.303533,0.054186,-0.385639,0.37754,-0.334133,0.0,-0.057575,-0.077409,1.798111,0.372019,-0.560064,0.001844,-0.424739,-1.559838,-0.273329,-0.660585,0.285945
0.93733,-1.816225,0.468524,0.037507,0.060246,-0.739554,0.669346,-0.401243,0.240381,0.26356,0.47835,-0.196556,0.0,-0.304706,0.055597,-0.385349,0.377259,-0.334149,0.0,-0.057497,-0.078281,1.796937,0.37253,-0.560661,0.002568,-0.4247,-1.559702,-0.273511,-0.662937,0.286487
0.936708,-1.815988,0.468561,0.037904,0.060302,-0.739502,0.669376,-0.400078,0.24042,0.264118,0.473116,-0.19272,0.0,-0.305495,0.056322,-0.385563,0.377064,-0.334306,0.0,-0.058076,-0.078744,1.7963,0.372983,-0.560808,0.002492,-0.424702,-1.55975,-0.274174,-0.665521,0.287234
0.936227,-1.815822,0.468591,0.038319,0.060244,-0.739345,0.669531,-0.399149,0.240087,0.264605,0.468726,-0.189393,0.0,-0.306091,0.056482,-0.386112,0.377081,-0.334628,0.0,-0.0589,-0.078919,1.795672,0.373364,-0.56126,0.001026,-0.425683,-1.559391,-0.275171,-0.667539,0.287232
0.935872,-1.815714,0.468607,0.038683,0.060088,-0.739093,0.669802,-0.398556,0.239519,0.264826,0.465564,-0.186801,0.0,-0.306603,0.056197,-0.386822,0.377501,-0.335118,0.0,-0.059913,-0.078802,1.794836,0.3739,-0.562198,-0.000762,-0.426939,-1.558916,-0.275927,-0.669065,0.286547
0.935625,-1.815658,0.468604,0.039011,0.059852,-0.738716,0.670219,-0.39825,0.238695,0.264673,0.463418,-0.184917,0.0,-0.307092,0.055512,-0.387654,0.378296,-0.335762,0.0,-0.061226,-0.078206,1.793967,0.374575,-0.563508,-0.002642,-0.427576,-1.558931,-0.276311,-0.670315,0.286653
0.935477,-1.81566,0.468594,0.039272,0.059521,-0.738374,0.670611,-0.397894,0.237717,0.264509,0.462038,-0.183667,0.0,-0.307519,0.054482,-0.388414,0.379569,-0.336526,0.0,-0.062495,-0.077147,1.792972,0.375523,-0.565022,-0.003249,-0.427715,-1.559175,-0.276502,-0.670919,0.286987
0.935455,-1.815729,0.468582,0.039487,0.058998,-0.73818,0.670858,-0.39713,0.236417,0.264698,0.461207,-0.183009,0.0,-0.307883,0.052885,-0.388871,0.381495,-0.3375,0.0,-0.063276,-0.076135,1.791897,0.376321,-0.566276,-0.002472,-0.427285,-1.559598,-0.276034,-0.671291,0.288611
